tsne_1,tsne_2,income,sex,race,age,age_group
0.067799725,-19.98611,0,Female,White,29,26-40
9.814616,29.666368,0,Male,White,22,<=25
32.438667,8.492932,1,Male,White,30,26-40
-22.411476,-20.743338,0,Female,White,41,41-60
33.6422,2.1335235,1,Male,White,37,26-40
-33.243183,17.274338,0,Female,White,19,<=25
14.974252,13.480123,0,Female,White,47,41-60
-34.004536,-22.61228,0,Female,White,27,26-40
11.363664,7.998316,0,Male,White,41,41-60
-27.698698,-7.246423,0,Male,White,35,26-40
29.19058,16.459291,1,Female,White,38,26-40
36.97643,15.617511,0,Female,White,70,60+
-1.4081523,-7.4917,0,Male,White,41,41-60
-7.7504745,-7.8654714,0,Male,Black,29,26-40
-18.706863,-20.428421,0,Female,White,33,26-40
-4.6018343,16.128033,0,Female,White,56,41-60
28.776583,-1.317445,1,Male,White,35,26-40
31.975529,-4.799827,1,Male,White,45,41-60
-36.289204,17.417664,0,Male,White,19,<=25
-3.143037,-13.149924,1,Female,White,47,41-60
-35.27113,14.679545,0,Female,White,20,<=25
22.887405,11.930832,0,Female,Asian-Pac-Islander,45,41-60
14.761873,14.937599,1,Female,White,42,41-60
-14.102219,-44.952198,1,Male,White,80,60+
-6.298616,-23.514742,0,Female,Black,47,41-60
-32.315006,17.498997,0,Female,White,20,<=25
-14.145678,-45.538303,1,Male,White,65,60+
-34.746544,4.039767,0,Male,White,23,<=25
-23.548975,4.307648,0,Female,Black,24,<=25
11.359631,22.29174,0,Male,White,30,26-40
-16.834503,-9.507977,0,Male,White,29,26-40
-12.460813,-9.127347,0,Male,White,41,41-60
29.631138,26.893255,1,Female,White,34,26-40
30.249605,0.1357711,1,Male,Amer-Indian-Eskimo,39,26-40
12.231488,26.38352,0,Male,White,26,26-40
48.38492,2.0942929,1,Male,White,48,41-60
-11.009794,-25.099024,0,Female,White,48,41-60
-16.24028,-49.45255,1,Male,White,36,26-40
-19.06306,2.1711743,0,Male,White,25,<=25
-14.799831,-48.520958,1,Male,White,42,41-60
-15.032034,-51.417934,1,Male,White,38,26-40
18.668192,15.35789,0,Male,White,50,41-60
-13.70321,-20.780277,1,Male,White,43,41-60
-35.718155,14.879449,0,Female,White,18,<=25
36.88526,-3.5025985,1,Male,White,49,41-60
32.94305,-6.9596386,0,Male,White,45,41-60
31.504965,-0.9072131,0,Male,Asian-Pac-Islander,39,26-40
-28.58623,9.641169,0,Female,White,19,<=25
27.81,26.713577,0,Female,White,55,41-60
19.710335,-10.321709,1,Male,White,35,26-40
-1.3020343,-24.302841,0,Male,White,63,60+
-27.200254,17.782549,0,Male,White,24,<=25
-7.5035496,-22.47953,0,Female,White,70,60+
-3.1975422,17.116104,0,Male,White,30,26-40
24.69428,29.513523,0,Male,White,48,41-60
-22.567093,3.3781202,0,Male,Amer-Indian-Eskimo,22,<=25
21.190355,-10.602444,1,Female,White,49,41-60
-25.236883,-27.056402,0,Female,White,41,41-60
-17.809256,-11.901534,0,Female,White,37,26-40
31.74783,4.9799786,0,Male,White,36,26-40
0.20218275,-2.118563,0,Male,White,39,26-40
-23.064936,-0.91624147,0,Male,Black,27,26-40
-34.7114,-24.264883,0,Female,Black,47,41-60
-34.28657,8.889197,0,Female,White,22,<=25
47.873753,1.654001,0,Male,White,54,41-60
-10.819612,-26.844044,0,Female,Asian-Pac-Islander,61,60+
-14.177533,-29.89688,0,Female,White,66,60+
34.892323,4.9995093,1,Male,White,35,26-40
-0.054572623,-12.821579,1,Female,White,53,41-60
32.251823,-5.7496,0,Male,White,46,41-60
-18.71995,-15.68306,0,Male,White,29,26-40
48.610733,2.4007401,1,Male,White,46,41-60
36.624336,-8.002386,0,Male,White,48,41-60
-20.676727,-26.349022,0,Female,White,59,41-60
26.218237,16.49515,1,Male,White,36,26-40
-24.542892,-17.965843,0,Male,Black,30,26-40
-24.975348,7.830504,0,Male,Black,22,<=25
20.996828,23.55674,0,Male,White,28,26-40
-32.87203,-1.7285273,0,Male,White,26,26-40
-12.576957,-27.548326,0,Female,White,65,60+
47.989807,1.1558496,1,Female,White,47,41-60
31.381609,2.3837883,1,Male,White,39,26-40
17.950409,12.6378765,0,Male,White,45,41-60
-16.475056,-51.367424,1,Male,White,42,41-60
20.967575,10.365018,1,Male,White,49,41-60
30.139378,4.559128,0,Male,White,33,26-40
-21.370958,-0.12039478,0,Male,Black,27,26-40
-32.816696,22.038748,0,Female,White,19,<=25
-4.315619,-8.119381,0,Female,White,30,26-40
-9.752576,-24.240105,0,Female,White,52,41-60
35.273594,14.776782,1,Male,White,39,26-40
-0.90263784,-22.056871,0,Male,White,46,41-60
33.242523,-4.20103,1,Male,White,45,41-60
18.465654,-8.45566,1,Male,White,31,26-40
-33.239513,15.79383,0,Male,White,18,<=25
-37.853794,4.9911385,0,Male,White,22,<=25
-22.636967,-8.692145,0,Male,White,38,26-40
-15.825468,-14.684314,0,Female,White,33,26-40
1.9921864,-21.42423,0,Male,White,38,26-40
45.926323,9.459519,1,Male,White,48,41-60
14.673481,20.4968,0,Male,White,37,26-40
-8.847893,-33.3696,1,Male,White,59,41-60
-12.231404,-16.37589,1,Male,White,30,26-40
-35.088913,19.15519,0,Male,White,17,<=25
-42.32891,14.450678,0,Female,White,19,<=25
-19.570225,-11.060996,0,Male,White,36,26-40
0.15737918,-10.041442,0,Female,White,51,41-60
-23.21261,-22.96346,0,Male,White,31,26-40
14.294543,24.112656,0,Male,White,33,26-40
13.368763,10.784782,0,Male,White,45,41-60
0.6353859,-9.405262,0,Male,White,59,41-60
-22.805746,-24.98016,0,Male,White,39,26-40
15.739582,12.002784,0,Male,White,51,41-60
-28.43956,17.995745,0,Male,Asian-Pac-Islander,23,<=25
-29.246218,-4.872804,0,Female,Other,37,26-40
-31.508825,18.4824,0,Female,White,20,<=25
-14.084448,-27.499434,0,Female,White,48,41-60
-19.272892,5.9360285,0,Female,White,20,<=25
21.208055,0.8533296,0,Male,White,48,41-60
-5.770561,-2.4685557,0,Male,White,28,26-40
-34.567497,9.130168,0,Male,Asian-Pac-Islander,21,<=25
19.966825,-10.543157,1,Male,White,33,26-40
-11.590049,-12.936538,1,Male,Black,37,26-40
25.428288,11.677164,1,Male,White,52,41-60
-0.512082,-23.50165,0,Male,White,50,41-60
-29.546358,-16.733408,0,Male,White,41,41-60
28.40759,27.32324,0,Male,White,45,41-60
-24.535477,-12.760751,0,Female,Black,28,26-40
-16.408646,-49.93735,1,Male,White,51,41-60
31.776083,-0.25563627,0,Male,White,43,41-60
-33.28309,19.048391,0,Male,White,19,<=25
16.53181,11.600218,1,Male,Black,59,41-60
19.903883,-10.610806,1,Male,White,33,26-40
14.039012,16.987368,1,Male,White,39,26-40
-32.172974,2.1623466,0,Male,White,22,<=25
-0.7470386,-8.284641,0,Female,White,42,41-60
-23.440609,-26.841093,0,Female,White,34,26-40
3.2629519,-22.881248,0,Male,White,42,41-60
-33.82275,-1.2503916,0,Male,Black,27,26-40
-15.969061,11.500898,0,Male,White,19,<=25
43.073444,1.8018986,1,Male,White,51,41-60
-34.366352,-3.2356803,0,Male,Black,26,26-40
-13.018888,-5.3806376,0,Female,Amer-Indian-Eskimo,26,26-40
10.077424,31.462889,0,Male,White,20,<=25
-20.948908,-0.5717238,0,Male,White,27,26-40
34.912567,-2.7673614,0,Male,White,44,41-60
0.42813972,-7.362568,0,Male,White,45,41-60
-35.567738,14.036999,0,Female,White,17,<=25
-23.408827,5.989297,0,Female,Black,21,<=25
31.896587,-3.1280425,0,Male,Asian-Pac-Islander,45,41-60
31.57463,3.7270722,1,Male,White,34,26-40
-20.471083,-27.331333,0,Female,White,47,41-60
-9.970841,-27.579678,0,Male,Asian-Pac-Islander,44,41-60
-15.849907,-14.741456,0,Male,White,32,26-40
-18.771654,-12.384461,0,Male,White,36,26-40
21.777964,8.514066,1,Male,White,68,60+
-24.463764,7.229059,0,Female,White,24,<=25
-4.458163,-3.6141953,0,Female,White,29,26-40
46.35093,6.5557513,0,Male,White,69,60+
3.3112314,-15.281638,0,Female,White,67,60+
-36.681675,16.884628,0,Female,White,17,<=25
16.21738,11.549835,0,Male,White,55,41-60
-36.064827,3.9697444,0,Male,White,21,<=25
1.9388509,-5.6911044,0,Male,White,46,41-60
-24.553448,-17.994415,0,Male,White,30,26-40
-2.6114125,16.44998,0,Male,White,37,26-40
32.52106,3.2292552,1,Male,White,37,26-40
36.080048,-8.17632,0,Male,White,42,41-60
-3.2764273,16.936544,0,Female,White,34,26-40
-15.836403,-10.176436,1,Female,White,30,26-40
27.326168,14.897354,0,Male,Black,33,26-40
14.3055525,22.709911,0,Male,Asian-Pac-Islander,31,26-40
-18.98996,-16.686827,0,Male,White,35,26-40
-5.531461,15.990716,0,Female,Black,54,41-60
-13.539324,11.803485,0,Female,White,54,41-60
-11.202204,-23.023241,0,Male,Black,55,41-60
19.22505,30.632267,0,Female,Black,26,26-40
-35.556847,-8.84077,0,Male,Amer-Indian-Eskimo,37,26-40
-25.01519,-26.9716,0,Male,Black,36,26-40
12.259851,26.195692,0,Male,White,27,26-40
31.092249,-4.6871824,0,Male,White,60,41-60
26.317291,11.335062,1,Male,White,47,41-60
32.863293,3.7993088,0,Male,White,34,26-40
-12.41779,-28.440996,0,Female,White,65,60+
-15.227574,11.473279,0,Male,White,26,26-40
-3.0502863,-3.8932421,0,Male,White,33,26-40
22.141052,8.024111,1,Male,White,67,60+
10.484137,8.229728,0,Male,Black,63,60+
-35.092934,5.3172617,0,Male,White,18,<=25
18.320057,10.508333,1,Male,White,62,60+
-24.159197,11.597811,0,Female,Black,22,<=25
-1.1740556,-10.802515,1,Male,White,68,60+
-13.307554,-22.879934,0,Female,White,48,41-60
17.448336,12.142993,1,Male,White,48,41-60
-24.814564,-13.524964,0,Male,White,56,41-60
15.415555,18.38831,0,Male,White,42,41-60
-3.6616147,-13.48213,0,Male,White,67,60+
11.177564,14.590137,0,Female,White,44,41-60
-15.734879,-51.285084,1,Male,White,41,41-60
11.0954,14.071347,0,Female,White,57,41-60
35.210243,15.632186,0,Female,White,29,26-40
-14.759106,-50.102135,1,Male,White,60,41-60
-8.92862,-17.13215,0,Male,Black,39,26-40
-26.46979,1.6168145,0,Female,White,23,<=25
-32.88458,-0.58887184,1,Male,White,25,<=25
29.544512,16.282995,0,Female,White,59,41-60
-10.710652,-26.430876,0,Female,White,61,60+
50.398052,0.10490745,1,Male,White,39,26-40
-22.18546,-7.6466365,0,Female,White,28,26-40
1.9376078,-8.593859,1,Female,White,54,41-60
46.724632,2.0147662,0,Male,White,46,41-60
-9.354522,-0.621871,0,Female,White,26,26-40
51.20622,9.160889,0,Male,White,31,26-40
3.7021077,-13.554608,1,Male,White,40,26-40
35.460308,6.2143993,0,Male,White,41,41-60
-37.87278,19.131174,0,Male,White,23,<=25
-26.43777,17.440615,0,Male,White,25,<=25
21.684935,2.1472204,0,Male,Asian-Pac-Islander,36,26-40
-8.514009,-9.19205,0,Female,White,35,26-40
-36.54734,5.0672975,0,Female,White,19,<=25
0.024124123,-12.823586,0,Female,Black,44,41-60
30.678919,5.3197103,1,Male,White,35,26-40
4.7793546,-13.701924,0,Male,White,41,41-60
-12.82529,-22.497688,0,Female,Black,52,41-60
32.7201,5.5444384,1,Male,White,32,26-40
-22.940586,-7.947119,0,Female,White,39,26-40
-7.989583,-16.833685,0,Female,White,36,26-40
-16.423817,-24.35768,0,Male,White,42,41-60
-11.253547,-23.818584,0,Female,White,59,41-60
12.784231,15.722338,0,Male,White,43,41-60
-3.030269,-13.251395,0,Female,White,46,41-60
36.775536,-3.6638525,1,Male,White,45,41-60
50.82204,-1.6565061,1,Male,White,41,41-60
35.696083,14.908505,0,Female,White,37,26-40
17.493296,-7.9768677,1,Male,White,49,41-60
-23.602472,-18.116817,0,Female,Black,32,26-40
-23.226805,-22.896269,0,Male,White,28,26-40
-25.407635,-26.725561,0,Male,Black,31,26-40
-8.843781,-33.364697,1,Male,White,49,41-60
20.753603,22.236446,0,Male,White,40,26-40
-30.838594,-8.687052,0,Female,White,30,26-40
35.2627,13.608217,1,Male,White,34,26-40
22.121336,18.003843,0,Male,White,35,26-40
-19.32513,5.9263673,0,Female,White,22,<=25
27.808367,17.393589,0,Female,White,33,26-40
30.736752,-6.551939,0,Male,White,60,41-60
-14.881601,-21.023787,0,Female,White,42,41-60
49.646717,8.318535,0,Male,White,42,41-60
-36.21922,5.8640947,0,Female,White,20,<=25
-9.498161,27.502327,0,Female,White,28,26-40
32.457188,4.079642,0,Male,White,34,26-40
14.450858,20.219244,0,Male,Black,38,26-40
-17.136196,11.672862,0,Female,White,21,<=25
23.749563,12.006234,0,Female,Black,44,41-60
-14.296129,-21.728296,0,Female,Black,43,41-60
47.927612,7.200601,1,Male,White,51,41-60
-3.3409245,-6.9861484,0,Female,White,30,26-40
-30.206057,16.137943,0,Male,White,22,<=25
-21.335403,5.9186873,0,Female,White,23,<=25
-6.813432,-8.444504,0,Male,Black,35,26-40
29.458048,-3.35371,1,Male,White,47,41-60
-24.415148,-28.860949,0,Female,White,36,26-40
-8.260404,-32.74528,1,Male,White,69,60+
-2.1083536,-13.90683,0,Female,White,62,60+
-21.069283,-23.157808,0,Female,White,47,41-60
-28.968592,11.505683,0,Male,Black,17,<=25
-26.354895,18.719234,0,Female,White,26,26-40
-29.975468,-8.451133,0,Male,White,38,26-40
-34.360992,-24.071344,0,Female,White,74,60+
-9.169147,28.639431,0,Male,White,58,41-60
24.282866,30.839333,0,Female,White,51,41-60
28.87189,25.191559,0,Female,White,35,26-40
-33.918972,-24.092464,0,Female,Black,68,60+
-7.7747025,-10.807833,0,Male,Black,65,60+
-14.750554,-48.20959,1,Male,White,36,26-40
20.75389,22.239199,1,Male,White,39,26-40
28.417234,3.6704338,0,Male,White,40,26-40
27.305815,14.947603,1,Male,White,30,26-40
11.078653,27.104103,0,Male,Black,27,26-40
35.616516,11.789921,1,Male,Black,38,26-40
-34.869373,11.699123,0,Male,White,19,<=25
-35.993504,2.4460495,0,Male,White,20,<=25
-0.74006236,-23.381086,0,Female,White,63,60+
-35.010334,12.517253,0,Female,White,21,<=25
24.300957,30.860516,1,Female,White,54,41-60
36.00583,15.040968,1,Male,White,45,41-60
-16.746395,-50.612232,1,Male,White,45,41-60
3.4732778,-16.609716,1,Male,White,90,60+
16.765554,9.966482,0,Male,Asian-Pac-Islander,90,60+
13.039249,19.35057,1,Male,White,38,26-40
-26.89903,-1.4545451,0,Male,Black,20,<=25
-32.789196,8.736051,0,Male,Black,22,<=25
16.294233,13.37808,0,Male,White,48,41-60
10.378581,15.98965,0,Female,White,29,26-40
-1.2051835,-24.535301,0,Female,White,58,41-60
9.943268,27.5935,0,Male,White,24,<=25
-20.986694,-18.851433,0,Female,Asian-Pac-Islander,35,26-40
-37.8609,17.401213,0,Male,White,19,<=25
28.977098,9.640065,1,Male,White,40,26-40
49.93852,1.008789,1,Female,White,34,26-40
-5.4410667,-4.9992747,0,Female,White,35,26-40
-2.146237,-5.34127,0,Male,White,37,26-40
-5.747988,-27.768526,0,Female,White,46,41-60
-21.942183,4.8457513,0,Female,White,23,<=25
-2.3968375,-12.491901,0,Male,White,46,41-60
20.322552,8.924336,0,Male,White,89,60+
-3.1545212,17.929424,0,Male,White,24,<=25
1.3080478,-21.346056,0,Female,White,37,26-40
27.126076,25.835106,0,Male,White,75,60+
27.260181,13.235832,0,Male,White,38,26-40
-25.685902,4.857945,0,Female,Black,20,<=25
-15.991326,-9.794738,0,Female,Asian-Pac-Islander,31,26-40
31.440752,-3.5975988,1,Male,White,53,41-60
29.85525,3.384808,0,Male,White,31,26-40
-18.723646,-20.488153,0,Female,White,34,26-40
-30.814566,-7.3694086,0,Male,Black,29,26-40
-24.447695,0.7925388,0,Male,Black,23,<=25
43.341988,1.581255,1,Male,White,41,41-60
-31.106247,-6.9494677,0,Female,Black,30,26-40
10.180897,8.188944,0,Male,White,50,41-60
-21.026598,-19.143452,0,Male,Black,40,26-40
-21.426493,3.1900015,0,Male,White,24,<=25
29.442755,1.5400627,0,Male,White,31,26-40
-8.244412,-18.334173,0,Female,White,42,41-60
17.666317,-8.092899,1,Male,White,42,41-60
13.638385,23.376925,0,Male,White,29,26-40
43.35169,1.6060383,1,Male,White,60,41-60
-10.701814,-24.204683,0,Female,White,60,41-60
-0.74043596,14.966445,0,Male,White,45,41-60
-23.655373,-28.171051,0,Female,White,29,26-40
11.631062,29.431067,0,Male,White,24,<=25
21.327255,-10.596753,1,Male,White,46,41-60
21.402403,10.788083,0,Male,White,45,41-60
-14.57326,-51.856686,1,Male,White,43,41-60
3.8403833,-12.908773,1,Male,White,32,26-40
-35.654858,3.7944021,0,Female,White,21,<=25
-29.227337,-15.071687,0,Male,White,28,26-40
-23.800714,6.8792143,0,Female,White,22,<=25
21.999643,32.468056,0,Male,White,54,41-60
-16.92638,-17.149052,0,Male,White,40,26-40
-32.620842,22.277273,0,Male,White,20,<=25
-29.094824,-16.388788,0,Male,Asian-Pac-Islander,38,26-40
-13.165601,-5.4439607,0,Female,White,28,26-40
3.883246,-14.078415,0,Female,White,38,26-40
22.531748,30.21559,0,Male,White,43,41-60
-12.391496,12.168358,0,Male,White,65,60+
-15.108916,-8.101913,0,Male,Black,32,26-40
-14.067107,-6.0734363,0,Female,Black,29,26-40
-15.804802,-8.803271,0,Female,White,31,26-40
-14.336964,-12.84193,1,Male,White,41,41-60
34.84233,-8.22835,0,Male,White,53,41-60
35.93683,7.1887507,1,Male,White,42,41-60
20.198824,9.596197,1,Male,White,47,41-60
-32.8611,22.151623,0,Male,White,21,<=25
-0.38066307,-8.734603,0,Male,White,43,41-60
20.763304,0.23951334,0,Male,White,62,60+
-36.315693,10.818758,0,Male,White,17,<=25
48.04656,9.72956,1,Male,White,56,41-60
13.405307,21.608458,0,Male,White,36,26-40
51.11413,0.85346293,1,Male,White,34,26-40
10.161777,31.287376,0,Male,Other,23,<=25
-17.140646,-49.93166,1,Male,White,32,26-40
-4.442394,16.355278,0,Male,White,32,26-40
-9.087395,-20.044765,0,Female,White,61,60+
-26.902344,-1.4437487,0,Male,White,22,<=25
-17.43682,-0.93702906,0,Female,White,24,<=25
-24.4333,-12.689639,0,Male,Amer-Indian-Eskimo,29,26-40
-17.244898,-2.885578,0,Female,White,27,26-40
11.665249,8.874886,0,Male,White,37,26-40
-33.01705,16.911472,0,Male,White,18,<=25
19.670553,10.527361,1,Male,White,55,41-60
-7.384194,-8.848627,0,Female,Black,39,26-40
18.067877,11.941435,1,Male,White,48,41-60
20.442617,2.2880154,0,Male,White,40,26-40
-7.4844475,-1.1833153,0,Male,Black,26,26-40
-32.77288,22.102999,0,Female,White,22,<=25
10.387227,9.548635,0,Male,White,76,60+
-16.412703,-18.162418,0,Female,White,42,41-60
-33.77596,-22.58145,0,Female,White,29,26-40
-15.760284,1.7597783,0,Male,White,27,26-40
-35.13526,4.3886776,0,Male,White,18,<=25
-29.998583,-7.7088833,0,Female,White,41,41-60
-34.44097,3.5263839,0,Male,White,22,<=25
36.212868,6.1252356,0,Male,White,41,41-60
-22.686762,10.579239,0,Male,White,24,<=25
-12.401892,-16.455828,0,Female,White,31,26-40
-2.4905791,-4.754167,0,Male,White,33,26-40
3.5094225,-14.873609,0,Male,White,46,41-60
-8.346658,-19.092386,0,Female,White,46,41-60
0.19530702,-1.3998289,0,Male,White,34,26-40
-12.145676,-23.62608,0,Female,White,55,41-60
-28.958076,-8.143433,0,Female,White,40,26-40
-24.16926,11.475292,0,Female,Other,21,<=25
-4.3426476,-3.742174,0,Female,White,32,26-40
12.685769,25.365843,0,Male,White,28,26-40
-0.7005489,14.94087,0,Male,Black,45,41-60
-5.639044,-23.726618,0,Female,White,77,60+
-22.657478,-27.88759,0,Female,White,39,26-40
-20.791264,-18.300655,0,Female,White,35,26-40
11.118919,29.798159,0,Male,White,22,<=25
-14.819915,-8.518369,1,Female,White,35,26-40
